INSERT into orderItems (OrderNumber, itemName, Quantity, Price) VALUES
(0, Sunday Buffet, 3, 60.0),
(1, Sunday Buffet, 3, 60.0),
(2, Sunday Buffet, 1, 20.0),
(3, Sunday Buffet, 3, 60.0),
(4, Sunday Buffet, 1, 20.0),
(5, Sunday Buffet, 1, 20.0),
(6, Sunday Buffet, 1, 20.0),
(7, Sunday Buffet, 5, 100.0),
(8, Sunday Buffet, 4, 80.0),
(9, Sunday Buffet, 5, 100.0),
(10, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(117, 'Curry Chicken' , 'mild', 'evening', 2, 29.0),
(117, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(117, 'Vegetables Chop Suey' , 'piquant', 'evening', 2, 27.0),
(117, 'Shrimp Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(117, 'Beef Chow Mein' , 'hot', 'evening', 2, 25.0),
(118, 'Shrimp Egg Foo Young' , 'piquant', 'evening', 4, 58.0),
(118, 'Shrimp Chop Suey' , 'piquant', 'evening', 2, 27.0),
(118, 'Chicken Chop Suey' , 'tangy', 'evening', 4, 54.0),
(119, 'Chicken Chow Mein',  'piquant', 'lunch', 1, 9.5),
(119, 'BBQ Pork Egg Foo Young', 'mild', ' children', 2, 21.0),
(119, 'Beef Chop Suey',  'tangy', 'lunch', 1, 10.5),
(119, 'Chicken Egg Foo Young',  'piquant', 'lunch', 3, 34.5),
(119, 'BBQ Pork Egg Foo Young', 'mild', ' children', 2, 21.0),
(119, 'Pork Chop Suey',  'tangy', 'lunch', 1, 10.5),
(120, 'Beef Chop Suey',  'oh my god', 'lunch', 4, 42.0),
(120, 'Chicken Chow Mein',  'oh my god', 'lunch', 2, 19.0),
(120, 'House Special Chow Mein',  'tangy', 'lunch', 1, 10.5),
(121, 'Beef Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(121, 'Stir Fried Vegetable',  'mild', 'lunch', 4, 34.0),
(121, 'Steamed Hams(10)',  'mild', 'lunch', 1, 6.0),
(121, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(122, 'Sweet and Sour Pork',  'mild', 'lunch', 1, 10.5),
(123, 'Beef Chop Suey',  'piquant', 'lunch', 6, 63.0),
(123, 'Pork w. Vegetable', 'mild', ' children', 2, 17.0),
(124, 'House Special Chow Mein',  'piquant', 'lunch', 1, 10.5),
(125, 'Steamed Hams(10)',  'mild', 'lunch', 1, 6.0),
(125, 'Chicken w. Vegetable', 'mild', ' children', 1, 8.5),
(125, 'House Special Chop Suey',  'tangy', 'lunch', 2, 23.0),
(125, 'BBQ Pork Chow Mein',  'piquant', 'lunch', 1, 9.5),
(125, 'Chicken Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(125, 'BBQ Pork Egg Foo Young',  'hot', 'lunch', 1, 11.5),
(126, 'House Special Egg Foo Young',  'piquant', 'lunch', 2, 25.0),
(127, 'Chicken Chow Mein',  'piquant', 'lunch', 1, 9.5),
(127, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(127, 'Beef Chop Suey',  'tangy', 'lunch', 4, 42.0),
(127, 'Chicken Chop Suey',  'piquant', 'lunch', 1, 10.5),
(127, 'Beef Egg Foo Young', 'mild', ' children', 1, 10.5),
(128, 'Chicken Chop Suey',  'tangy', 'lunch', 1, 10.5),
(128, 'Beef w. Broccoli',  'mild', 'lunch', 1, 10.5),
(128, 'House Special Chow Mein',  'hot', 'lunch', 2, 21.0),
(129, 'Beef Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(129, 'Beef w. Mixed Vegetables', 'mild', ' children', 1, 8.5),
(130, 'Pork Chop Suey' , 'tangy', 'evening', 2, 27.0),
(131, 'Moo Shu Shrimp' , 'mild', 'evening', 1, 9.5),
(132, 'BBQ Pork Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(133, 'Shrimp Chow Mein' , 'mild', 'evening', 3, 37.5),
(133, 'Chicken Chow Mein' , 'tangy', 'evening', 1, 12.5),
(133, 'Beef Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(133, 'Vegetables Chop Suey' , 'mild', 'evening', 1, 13.5),
(134, 'Chicken Chop Suey' , 'tangy', 'evening', 1, 13.5),
(135, 'Moo Shu Shrimp' , 'mild', 'evening', 1, 9.5),
(136, 'Shrimp Chow Mein' , 'piquant', 'evening', 1, 12.5),
(136, 'BBQ Pork Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(136, 'Sweet and Pungent Shrimp' , 'mild', 'evening', 1, 18.5),
(136, 'Pork Chop Suey' , 'oh my god', 'evening', 2, 27.0),
(136, 'Chicken Chow Mein' , 'tangy', 'evening', 1, 12.5),
(137, 'Chicken w. Vegetable' , 'mild', 'evening', 1, 12.5),
(137, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 2, 29.0),
(137, 'Beef w. Ginger and Green Onion' , 'mild', 'evening', 1, 14.5),
(137, 'Chicken Chow Mein' , 'oh my god', 'evening', 3, 37.5),
(137, 'Chicken Egg Foo Young', 'mild', ' children', 2, 21.0),
(138, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(138, 'Vegetable Chow Mein' , 'tangy', 'evening', 2, 25.0),
(138, 'Beef Egg Foo Young' , 'tangy', 'evening', 4, 58.0),
(138, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(139, 'Beef Chow Mein' , 'oh my god', 'evening', 2, 25.0),
(139, 'Beef Egg Foo Young', 'mild', ' children', 2, 21.0),
(139, 'Egg Flower Soup' , 'mild', 'evening', 1, 7.0),
(139, 'Shrimp Chop Suey' , 'tangy', 'evening', 2, 27.0),
(139, 'Vegetable Chow Mein' , 'piquant', 'evening', 1, 12.5),
(139, 'BBQ Pork Chow Mein' , 'hot', 'evening', 1, 12.5),
(140, 'Beef Chop Suey' , 'tangy', 'evening', 1, 13.5),
(141, 'Cashew Shrimp' , 'mild', 'evening', 2, 28.0),
(141, 'Shrimp Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(141, 'Shrimp Chop Suey' , 'mild', 'evening', 2, 27.0),
(141, 'BBQ Pork Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(141, 'BBQ Pork Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(142, 'Beef w. Mixed Vegetables' , 'mild', 'evening', 1, 12.5),
(143, 'Vegetable Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(144, 'Beef Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(145, 'Vegetables Chop Suey' , 'piquant', 'evening', 1, 13.5),
(145, 'Stir Fried Vegetable' , 'mild', 'evening', 1, 10.5),
(145, 'BBQ Pork Chow Mein' , 'hot', 'evening', 2, 25.0),
(146, 'Vegetable Egg Foo Young' , 'oh my god', 'evening', 2, 29.0),
(147, 'Vegetables Chop Suey' , 'piquant', 'evening', 1, 13.5),
(148, 'Beef Chow Mein' , 'mild', 'evening', 4, 50.0),
(148, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(148, 'Beef Chop Suey' , 'piquant', 'evening', 4, 54.0),
(148, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(148, 'Pork Chop Suey' , 'tangy', 'evening', 1, 13.5),
(149, 'Shrimp Chow Mein' , 'piquant', 'evening', 2, 25.0),
(150, 'Chicken Chop Suey' , 'tangy', 'evening', 1, 13.5),
(151, 'Beef w. Mixed Vegetables' , 'mild', 'evening', 1, 12.5),
(152, 'Sweet and Pungent Shrimp' , 'mild', 'evening', 6, 111.0),
(153, 'Chicken Chop Suey',  'mild', 'lunch', 2, 21.0),
(153, 'Pork Chop Suey',  'hot', 'lunch', 4, 42.0),
(153, 'Chicken Chow Mein',  'oh my god', 'lunch', 2, 19.0),
(154, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(154, 'BBQ Pork Egg Foo Young',  'tangy', 'lunch', 2, 23.0),
(154, 'House Special Chop Suey',  'piquant', 'lunch', 1, 11.5),
(154, 'Chicken Chop Suey',  'piquant', 'lunch', 2, 21.0),
(154, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(154, 'Egg Flower Soup',  'mild', 'lunch', 1, 6.0),
(155, 'BBQ Pork Chow Mein',  'hot', 'lunch', 2, 19.0),
(155, 'House Special Egg Foo Young',  'mild', 'lunch', 1, 12.5),
(155, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(155, 'Chicken Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(155, 'Pork Chop Suey',  'oh my god', 'lunch', 1, 10.5),
(156, 'Dumpling (Potsitckers)(10)',  'mild', 'lunch', 1, 6.0),
(156, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(156, 'Chicken Chow Mein',  'hot', 'lunch', 1, 9.5),
(156, 'House Special Chop Suey',  'oh my god', 'lunch', 1, 11.5),
(156, 'BBQ Pork Chow Mein',  'mild', 'lunch', 2, 19.0),
(156, 'BBQ Pork Egg Foo Young', 'mild', ' children', 2, 21.0),
(157, 'Chicken Chop Suey',  'oh my god', 'lunch', 1, 10.5),
(157, 'House Special Chow Mein',  'oh my god', 'lunch', 1, 10.5),
(157, 'House Special Chow Mein',  'hot', 'lunch', 2, 21.0),
(158, 'Chicken Chop Suey',  'mild', 'lunch', 1, 10.5),
(159, 'Beef Chow Mein',  'tangy', 'lunch', 1, 9.5),
(159, 'Wonton Soup',  'mild', 'lunch', 4, 16.0),
(159, 'House Special Chow Mein',  'hot', 'lunch', 2, 21.0),
(160, 'Beef Egg Foo Young',  'mild', 'lunch', 4, 46.0),
(160, 'Chicken Chow Mein',  'hot', 'lunch', 1, 9.5),
(160, 'House Special Egg Foo Young',  'tangy', 'lunch', 2, 25.0),
(161, 'BBQ Pork Egg Foo Young',  'piquant', 'lunch', 4, 46.0),
(161, 'Beef Chop Suey',  'piquant', 'lunch', 1, 10.5),
(161, 'Chicken w. Vegetable', 'mild', ' children', 3, 25.5),
(161, 'Beef Egg Foo Young',  'mild', 'lunch', 4, 46.0),
(162, 'Beef w. Broccoli',  'mild', 'lunch', 1, 10.5),
(162, 'Beef w. Broccoli',  'mild', 'lunch', 1, 10.5),
(162, 'House Special Chop Suey',  'piquant', 'lunch', 2, 23.0),
(163, 'Sweet and Sour Pork' , 'mild', 'evening', 1, 14.5),
(163, 'Vegetable Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(163, 'Vegetable Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(163, 'Shrimp Chow Mein' , 'tangy', 'evening', 1, 12.5),
(163, 'Vegetables Chop Suey' , 'hot', 'evening', 1, 13.5),
(164, 'Dumpling (Potsitckers)(10)' , 'mild', 'evening', 6, 36.0),
(164, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(165, 'Vegetables Chop Suey' , 'piquant', 'evening', 1, 13.5),
(166, 'Vegetables Chop Suey' , 'mild', 'evening', 1, 13.5),
(166, 'Beef Chop Suey' , 'piquant', 'evening', 1, 13.5),
(166, 'Wonton Soup', 'mild', ' children', 1, 3.0),
(166, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 2, 25.0),
(166, 'Pork w. Vegetable' , 'mild', 'evening', 3, 37.5),
(166, 'BBQ Pork Egg Foo Young', 'mild', ' children', 2, 21.0),
(167, 'Vegetables Chop Suey' , 'hot', 'evening', 1, 13.5),
(167, 'Vegetable Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(167, 'General Tsao Chicken' , 'mild', 'evening', 1, 18.0),
(167, 'Beef Chop Suey' , 'tangy', 'evening', 1, 13.5),
(167, 'Beef Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(167, 'Chicken w. Vegetable', 'mild', ' children', 1, 8.5),
(168, 'Peking Pork Chop' , 'mild', 'evening', 1, 17.5),
(168, 'Beef Chow Mein' , 'hot', 'evening', 1, 12.5),
(168, 'Shrimp Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(168, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(169, 'Chicken Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(169, 'Chicken Chow Mein' , 'oh my god', 'evening', 2, 25.0),
(169, 'Beef Chop Suey', 'mild', ' children', 3, 28.5),
(169, 'Beef Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(169, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(170, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(171, 'Vegetable Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(172, 'Chicken w. Vegetable' , 'mild', 'evening', 1, 12.5),
(172, 'Sweet and Pungent Shrimp' , 'mild', 'evening', 1, 18.5),
(172, 'BBQ Pork Chow Mein' , 'hot', 'evening', 3, 37.5),
(172, 'Beef Egg Foo Young' , 'mild', 'evening', 3, 43.5),
(173, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 2, 29.0),
(173, 'Vegetables Chop Suey' , 'piquant', 'evening', 2, 27.0),
(173, 'Chicken Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(173, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(173, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(173, 'Vegetable Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(174, 'Beef Chop Suey' , 'tangy', 'evening', 1, 13.5),
(175, 'BBQ Pork Chow Mein' , 'tangy', 'evening', 1, 12.5),
(175, 'Pork w. Vegetable' , 'mild', 'evening', 3, 37.5),
(175, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(175, 'Chicken Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(175, 'Pork Chop Suey' , 'tangy', 'evening', 1, 13.5),
(176, 'Beef Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(176, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(176, 'Peking Pork Chop' , 'mild', 'evening', 1, 17.5),
(176, 'Chicken Chop Suey' , 'tangy', 'evening', 4, 54.0),
(177, 'Stir Fried Vegetable' , 'mild', 'evening', 1, 10.5),
(177, 'Vegetable Egg Foo Young' , 'tangy', 'evening', 2, 29.0),
(177, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(177, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(177, 'Chicken Chop Suey' , 'piquant', 'evening', 1, 13.5),
(177, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(178, 'Chicken Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(178, 'Wonton Soup', 'mild', ' children', 5, 15.0),
(179, 'Chicken Egg Foo Young' , 'piquant', 'evening', 6, 87.0),
(180, 'Vegetable Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(180, 'Shrimp w. Mixed Vegetable' , 'mild', 'evening', 3, 40.5),
(180, 'Chicken Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(180, 'BBQ Pork Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(181, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 2, 29.0),
(181, 'Pork Chop Suey' , 'tangy', 'evening', 1, 13.5),
(181, 'Chicken Chop Suey' , 'hot', 'evening', 1, 13.5),
(181, 'Vegetable Egg Foo Young' , 'mild', 'evening', 2, 29.0),
(181, 'Vegetable Chow Mein' , 'hot', 'evening', 1, 12.5),
(182, 'Beef Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(182, 'BBQ Pork Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(182, 'BBQ Pork Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(182, 'Chicken Chow Mein' , 'mild', 'evening', 1, 12.5),
(182, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(183, 'Chicken w. Vegetable' , 'mild', 'evening', 1, 12.5),
(184, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 1, 12.5),
(185, 'Chicken Chop Suey',  'piquant', 'lunch', 2, 21.0),
(185, 'BBQ Pork Egg Foo Young', 'mild', ' children', 1, 10.5),
(185, 'BBQ Pork Chow Mein',  'mild', 'lunch', 2, 19.0),
(185, 'Pork Chop Suey', 'mild', ' children', 1, 9.5),
(185, 'Pork Chop Suey',  'hot', 'lunch', 1, 10.5),
(185, 'House Special Chop Suey',  'tangy', 'lunch', 2, 23.0),
(185, 'BBQ Pork Egg Foo Young',  'oh my god', 'lunch', 2, 23.0),
(186, 'House Special Chop Suey',  'mild', 'lunch', 2, 23.0),
(186, 'Chicken Chop Suey', 'mild', ' children', 2, 19.0),
(187, 'Chicken Chop Suey',  'mild', 'lunch', 1, 10.5),
(188, 'Chicken Chop Suey',  'hot', 'lunch', 2, 21.0),
(188, 'BBQ Pork Chow Mein',  'tangy', 'lunch', 4, 38.0),
(188, 'House Special Chop Suey',  'tangy', 'lunch', 1, 11.5),
(189, 'House Special Chop Suey',  'mild', 'lunch', 2, 23.0),
(189, 'Beef w. Mixed Vegetables', 'mild', ' children', 1, 8.5),
(190, 'Chicken Chow Mein',  'oh my god', 'lunch', 3, 28.5),
(190, 'Sweet and Sour Pork',  'mild', 'lunch', 3, 31.5),
(190, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(190, 'House Special Chow Mein',  'mild', 'lunch', 3, 31.5),
(190, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(191, 'BBQ Pork Chow Mein',  'oh my god', 'lunch', 4, 38.0),
(191, 'Beef Chop Suey',  'mild', 'lunch', 1, 10.5),
(191, 'Beef Chop Suey',  'piquant', 'lunch', 1, 10.5),
(191, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(192, 'Chicken Chop Suey',  'hot', 'lunch', 3, 31.5),
(192, 'Chicken Chop Suey',  'mild', 'lunch', 3, 31.5),
(192, 'House Special Chow Mein',  'tangy', 'lunch', 1, 10.5),
(192, 'Dumpling (Potsitckers)(10)',  'mild', 'lunch', 1, 6.0),
(192, 'Chicken Egg Foo Young', 'mild', ' children', 2, 21.0),
(193, 'House Special Egg Foo Young',  'hot', 'lunch', 1, 12.5),
(193, 'Beef Egg Foo Young',  'tangy', 'lunch', 1, 11.5),
(193, 'Chicken Egg Foo Young',  'piquant', 'lunch', 2, 23.0),
(193, 'Chicken w. Vegetable', 'mild', ' children', 3, 25.5),
(194, 'House Special Chop Suey',  'oh my god', 'lunch', 2, 23.0),
(194, 'House Special Egg Foo Young',  'tangy', 'lunch', 1, 12.5),
(194, 'Stir Fried Vegetable',  'mild', 'lunch', 1, 8.5),
(194, 'Chicken Chop Suey',  'hot', 'lunch', 1, 10.5),
(194, 'Beef Chow Mein',  'mild', 'lunch', 1, 9.5),
(195, 'BBQ Pork Egg Foo Young' , 'tangy', 'evening', 6, 87.0),
(196, 'Chicken Egg Foo Young' , 'mild', 'evening', 4, 58.0),
(196, 'BBQ Pork Egg Foo Young' , 'tangy', 'evening', 1, 14.5),
(196, 'Beef Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(196, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(197, 'Chicken Chow Mein' , 'hot', 'evening', 1, 12.5),
(197, 'Chicken Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(197, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(197, 'Chicken Chow Mein' , 'tangy', 'evening', 1, 12.5),
(198, 'Shrimp Chow Mein' , 'piquant', 'evening', 1, 12.5),
(198, 'Chicken Chop Suey' , 'hot', 'evening', 1, 13.5),
(198, 'Beef w. Ginger and Green Onion' , 'mild', 'evening', 1, 14.5),
(198, 'Shrimp w. Garlic Sauce',  'mild', 'lunch', 1, 11.5),
(198, 'Beef Egg Foo Young',  'mild', 'lunch', 1, 11.5),
(199, 'Vegetable Chow Mein' , 'mild', 'evening', 1, 12.5),
(200, 'Vegetables Chop Suey' , 'hot', 'evening', 2, 27.0),
(200, 'Stir Fried Vegetable' , 'mild', 'evening', 1, 10.5),
(200, 'Vegetable Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(201, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(201, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(201, 'Pork Chop Suey' , 'tangy', 'evening', 1, 13.5),
(201, 'Shrimp Chop Suey' , 'hot', 'evening', 1, 13.5),
(201, 'Chicken Chow Mein' , 'oh my god', 'evening', 3, 37.5),
(201, 'BBQ Pork Chow Mein', 'mild', ' children', 1, 8.5),
(202, 'Beef Egg Foo Young' , 'oh my god', 'evening', 2, 29.0),
(202, 'Shrimp Chop Suey' , 'mild', 'evening', 2, 27.0),
(202, 'Chicken Chop Suey' , 'tangy', 'evening', 1, 13.5),
(202, 'BBQ Pork Chow Mein' , 'piquant', 'evening', 2, 25.0),
(202, 'Chicken Chow Mein' , 'mild', 'evening', 1, 12.5),
(202, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(203, 'Vegetables Chop Suey' , 'hot', 'evening', 2, 27.0),
(203, 'Sweet and Pungent Shrimp' , 'mild', 'evening', 1, 18.5),
(203, 'Vegetables Chop Suey' , 'tangy', 'evening', 1, 13.5),
(204, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(204, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(204, 'Sweet and Sour Pork' , 'mild', 'evening', 1, 14.5),
(204, 'Pork w. Vegetable' , 'mild', 'evening', 3, 37.5),
(204, 'Chicken w. Vegetable', 'mild', ' children', 1, 8.5),
(204, 'Beef Chop Suey' , 'mild', 'evening', 2, 27.0),
(204, 'Chicken Chow Mein', 'mild', ' children', 1, 8.5),
(205, 'Beef Chop Suey' , 'piquant', 'evening', 1, 13.5),
(205, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(206, 'Beef Chop Suey' , 'mild', 'evening', 1, 13.5),
(206, 'Beef Chop Suey', 'mild', ' children', 1, 9.5),
(207, 'Shrimp Chow Mein' , 'tangy', 'evening', 1, 12.5),
(208, 'Vegetable Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(209, 'Vegetables Chop Suey' , 'hot', 'evening', 1, 13.5),
(210, 'Beef Egg Foo Young' , 'piquant', 'evening', 2, 29.0),
(211, 'Shrimp Chop Suey' , 'hot', 'evening', 1, 13.5),
(212, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(212, 'Pork w. Vegetable', 'mild', ' children', 1, 8.5),
(212, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(212, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(212, 'Salted Pepper Calamari' , 'mild', 'evening', 1, 9.0),
(212, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(212, 'Chicken Chow Mein' , 'oh my god', 'evening', 3, 37.5),
(212, 'Beef w. Mixed Vegetables', 'mild', ' children', 2, 17.0),
(213, 'Cashew Shrimp' , 'mild', 'evening', 1, 14.0),
(213, 'Vegetable Chow Mein' , 'hot', 'evening', 1, 12.5),
(213, 'Pork Chop Suey' , 'piquant', 'evening', 1, 13.5),
(214, 'Beef Chow Mein' , 'mild', 'evening', 4, 50.0),
(214, 'Shrimp w. Mixed Vegetable', 'mild', ' children', 1, 9.5),
(214, 'Beef Chow Mein' , 'mild', 'evening', 4, 50.0),
(214, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(214, 'Pork Chop Suey' , 'mild', 'evening', 4, 54.0),
(215, Sunday Buffet, 4, 80.0),
(216, Sunday Buffet, 5, 100.0),
(217, Sunday Buffet, 3, 60.0),
(218, Sunday Buffet, 5, 100.0),
(219, Sunday Buffet, 5, 100.0),
(220, Sunday Buffet, 3, 60.0),
(221, Sunday Buffet, 3, 60.0),
(222, Sunday Buffet, 1, 20.0),
(223, Sunday Buffet, 1, 20.0),
(224, Sunday Buffet, 1, 20.0),
(225, 'Curry Chicken' , 'mild', 'evening', 1, 14.5),
(225, 'Chicken Egg Foo Young', 'mild', ' children', 1, 10.5),
(225, 'Vegetable Chow Mein' , 'tangy', 'evening', 2, 25.0),
(225, 'Curry Chicken' , 'mild', 'evening', 1, 14.5),
(225, 'Chicken Egg Foo Young', 'mild', ' children', 1, 10.5),
(226, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(226, 'Chicken w. Vegetable', 'mild', ' children', 1, 8.5),
(226, 'Chicken Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(226, 'Egg Flower Soup',  'mild', 'lunch', 1, 6.0),
(226, 'BBQ Pork Chow Mein',  'oh my god', 'lunch', 1, 9.5),
(226, 'Beef Chop Suey',  'mild', 'lunch', 2, 21.0),
(227, 'Shrimp Chow Mein' , 'hot', 'evening', 1, 12.5),
(227, 'Vegetable Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(227, 'Sweet and Pungent Shrimp' , 'mild', 'evening', 1, 18.5),
(228, 'Beef Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(228, 'Beef Egg Foo Young', 'mild', ' children', 1, 10.5),
(228, 'Vegetable Chow Mein' , 'tangy', 'evening', 3, 37.5),
(228, 'Vegetable Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(228, 'Chicken Chop Suey' , 'mild', 'evening', 3, 40.5),
(228, 'Stir Fried Vegetable', 'mild', ' children', 1, 6.5),
(229, 'BBQ Pork Chow Mein' , 'hot', 'evening', 1, 12.5),
(229, 'Chicken Chow Mein' , 'hot', 'evening', 2, 25.0),
(229, 'Shrimp Chop Suey' , 'tangy', 'evening', 2, 27.0),
(229, 'Vegetable Chow Mein' , 'piquant', 'evening', 1, 12.5),
(229, 'Shrimp Egg Foo Young' , 'oh my god', 'evening', 1, 14.5),
(230, 'Shrimp Chow Mein' , 'tangy', 'evening', 1, 12.5),
(230, 'Chicken Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(230, 'Pork Chop Suey' , 'piquant', 'evening', 1, 13.5),
(230, 'Pork Chop Suey' , 'hot', 'evening', 1, 13.5),
(231, 'Chicken Chow Mein' , 'piquant', 'evening', 1, 12.5),
(231, 'Beef Chop Suey', 'mild', ' children', 1, 9.5),
(232, 'Beef Chop Suey' , 'hot', 'evening', 2, 27.0),
(233, 'Beef Chow Mein' , 'mild', 'evening', 1, 12.5),
(233, 'Beef Chow Mein', 'mild', ' children', 1, 8.5),
(234, 'Egg Flower Soup' , 'mild', 'evening', 1, 7.0),
(235, 'Shrimp Egg Foo Young' , 'mild', 'evening', 1, 14.5),
(235, 'Shrimp Chop Suey' , 'piquant', 'evening', 2, 27.0),
(235, 'Pork Chop Suey' , 'oh my god', 'evening', 1, 13.5),
(236, 'Shrimp w. Mixed Vegetable' , 'mild', 'evening', 1, 13.5),
(237, 'Vegetable Egg Foo Young' , 'piquant', 'evening', 2, 29.0),
(237, 'Beef Chow Mein' , 'tangy', 'evening', 1, 12.5),
(237, 'Beef Chop Suey' , 'mild', 'evening', 1, 13.5),
(237, 'Chicken Chop Suey', 'mild', ' children', 1, 9.5),
(238, 'Mongolian Beef' , 'mild', 'evening', 1, 19.0),
(238, 'Cashew Shrimp' , 'mild', 'evening', 2, 28.0),
(238, 'Chicken w. Vegetable' , 'mild', 'evening', 1, 12.5),
(238, 'Beef Egg Foo Young' , 'hot', 'evening', 1, 14.5),
(238, 'Beef Egg Foo Young', 'mild', ' children', 1, 10.5),
(239, 'BBQ Pork Chow Mein' , 'oh my god', 'evening', 1, 12.5),
(240, 'Shrimp Chow Mein' , 'oh my god', 'evening', 2, 25.0),
(240, 'Chicken Egg Foo Young' , 'piquant', 'evening', 1, 14.5),
(240, 'Beef Chow Mein' , 'tangy', 'evening', 1, 12.5),
(240, 'Shrimp Chop Suey' , 'tangy', 'evening', 2, 27.0),
